url,source,label,collected_at
https://us16.campaign-archive.com/?u=dde8b1f38cdf96505a89256bd&id=574d2f0dcd,phishtank,1,2026-03-30T19:11:41.764708
https://bit.ly/3ZC4H8e,phishtank,1,2026-03-30T19:11:41.764708
https://ipfs.io/ipfs/QmVt9anubSLSaefmfJ2qk5jCnqHMYLiRFwUpPisGZC7JeB?filename=que.#gromilova@mup.cz,phishtank,1,2026-03-30T19:11:41.764708
https://linqapp.com/gnana?r=link,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bgca7q,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgbLYC,phishtank,1,2026-03-30T19:11:41.764708
http://code-stream-rho.vercel.app,phishtank,1,2026-03-30T19:11:41.764708
https://xhm1w4.webwave.dev/,phishtank,1,2026-03-30T19:11:41.764708
https://linqapp.com/myvoicemailmessagebtinternet?r=link,phishtank,1,2026-03-30T19:11:41.764708
https://smsorange2.godaddysites.com/,phishtank,1,2026-03-30T19:11:41.764708
http://huhyyy.business-minagne.com/,phishstats,1,2026-03-30T19:11:41.764708
https://ipfs.best-practice.se/ipfs/bafybeif2uc3sdn7ty7b27hmjcqh72gagxrljmij3z56mikma7uuggpy5i4//goldie.htm,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vT1rr6XdRZ2IeFR6diFepwPp8yKU34ZU9MsmGJlz7zOf5rSlnJQatJlU23J3Kc5epGUBwjxRamt8f6q/pub?start=false&loop=false&delayms=3000&slide=id.p,phishtank,1,2026-03-30T19:11:41.764708
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__WN1clNUMFBNSFU5NENVT1JYOEdOQ1BQNlRSOUEwTy4u&amp;fbclid=IwAR3waki0o-JKERmLtPYlFeDqtOWqk0jbfuaoMTmDDD9FW7iayxk00ZnvngQ,phishtank,1,2026-03-30T19:11:41.764708
https://acceso-bloqueado.webcindario.com/validacion/validecard.html,phishtank,1,2026-03-30T19:11:41.764708
https://www.sitesgpt.com/?em=redacted%40abuse.ionos.com,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vRF0JGm3XzWJJERZK0Xxi2V3Jl02tJaRI_xH9J50WCcWrk8qMzsbnq0bZ3B2oVTxq3wm_ZYreN7OOaf/pub?start=false&amp;loop=false&amp;delayms=3000,phishtank,1,2026-03-30T19:11:41.764708
https://santegouve-actu.com/,phishtank,1,2026-03-30T19:11:41.764708
https://dhltransporter.com/index.php,phishtank,1,2026-03-30T19:11:41.764708
https://odesli.co/qd3wswzdvcnrv,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bfFGz9,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgc44w,phishtank,1,2026-03-30T19:11:41.764708
https://qrco.de/bfMsWJ,phishtank,1,2026-03-30T19:11:41.764708
https://outlook-office-server.framer.website/,phishtank,1,2026-03-30T19:11:41.764708
http://galabetgiris.org/,openphish,1,2026-03-30T19:11:41.764708
https://sparkass-sidcheck6.firebaseapp.com/,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgaBn9,phishtank,1,2026-03-30T19:11:41.764708
https://bergetom08-sys.github.io/upgrade-terms/,phishtank,1,2026-03-30T19:11:41.764708
https://sayfloubnha.firebaseapp.com/,phishtank,1,2026-03-30T19:11:41.764708
https://pub-1eed6999aadf4ca9b51ac2fd06523d5e.r2.dev/index.html,phishtank,1,2026-03-30T19:11:41.764708
https://formsly-form.web.app/gMCB3d10jZmUXNSpFa40Db,phishtank,1,2026-03-30T19:11:41.764708
https://www.dropbox.com/scl/fi/qep8i1bi10v3t922finy5/Broadband-EE.paper?rlkey=es92ljukwxqstt3t85nn0c5mn&st=z3igfala&dl=0,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bfekvT,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vT_V5dvqd9DIg3wVaD4WTYcAb68SjoNA5arzxvP8uopxHx6tgnmKWUPFHTZPJRQi_4RbEkUOXqRXQmO/pub?start=false&loop=false&delayms=3000&slide=id.p%3E.,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vQ-RV_V_mIhzYKPvfEZfA4WOCAipWYNJd6w5csDOnZAkY8AocRQijHDtP1UsHSPCEWpfpSaqY4mqnPv/pub?start=false&amp;loop=false&amp;delayms=3000,phishtank,1,2026-03-30T19:11:41.764708
https://www.dropbox.com/scl/fi/ex68okn3diopb2d3isybc/BTINTERNET.papert?rlkey=aofgs40xps3gcl0moogwvzp13&dl=0,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgZYvM,phishtank,1,2026-03-30T19:11:41.764708
https://bafkreifmd264yqfnpmkjnfize7vkgjse64plzmi4tuw2ds2ggdyu4btxeq.ipfs.dweb.link/,phishtank,1,2026-03-30T19:11:41.764708
https://www.iglosrl.it/aka.php,phishtank,1,2026-03-30T19:11:41.764708
https://us8.campaign-archive.com/?u=212ba99602fc8152925679a50&id=3962d5ffb5,phishtank,1,2026-03-30T19:11:41.764708
https://did.li/hachovkvish6,phishtank,1,2026-03-30T19:11:41.764708
http://descontosja.com,phishtank,1,2026-03-30T19:11:41.764708
https://ouew.webflow.io/,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bgaKLS,phishtank,1,2026-03-30T19:11:41.764708
https://dayaircredituniononlinecare.weebly.com/,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bgbYC9,phishtank,1,2026-03-30T19:11:41.764708
http://xires.weebly.com/,openphish,1,2026-03-30T19:11:41.764708
https://alebilet.pl-oferta9335447.com/,phishtank,1,2026-03-30T19:11:41.764708
http://allegrolokalnie.pl-3523572222398439.sbs/,phishstats,1,2026-03-30T19:11:41.764708
https://metaplatforms-case10005023532.firebaseapp.com/,phishtank,1,2026-03-30T19:11:41.764708
https://l.wl.co/l?u=https://qr-codes.io/PjiDXW,phishtank,1,2026-03-30T19:11:41.764708
https://pub-506f676b0d39421391252aca8c8883d9.r2.dev/LOL.html,phishtank,1,2026-03-30T19:11:41.764708
https://sites.google.com/view/provnccas/,phishtank,1,2026-03-30T19:11:41.764708
http://hotm.art/Be0LvZ,phishtank,1,2026-03-30T19:11:41.764708
https://pub-28e193ca593a467bbd1e0232a73a5680.r2.dev/oza.html,phishtank,1,2026-03-30T19:11:41.764708
https://bit.ly/4iKEBYk,phishtank,1,2026-03-30T19:11:41.764708
https://de-29300.firebaseapp.com/,phishtank,1,2026-03-30T19:11:41.764708
https://wasffw423wef956rt.boxmode.io/,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vR-gQWOqje4oTYBJkdfZkV4n0338-xvbpDwU0N4NEg9u_SZJHAPB-n4QVxplZULjVT32Pc_m9Jnomow/pub?start=false&loop=false&delayms=3000&slide=id.p,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bfK6dt,phishtank,1,2026-03-30T19:11:41.764708
https://produbancoenlinea.blob.core.windows.net/produbancoenlinea/index.html,phishtank,1,2026-03-30T19:11:41.764708
https://www.robiox.com.py/users/485323811757/profile,openphish,1,2026-03-30T19:11:41.764708
https://share.hsforms.com/1prpOHcIVQ2yWsLKgO9KsMQsqm5h,phishtank,1,2026-03-30T19:11:41.764708
https://track-deliver.app/login,phishtank,1,2026-03-30T19:11:41.764708
https://us18.campaign-archive.com/?u=73ea6175ace9f53239c790510&id=c60cbb98aa,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgbCyj,phishtank,1,2026-03-30T19:11:41.764708
https://www.dropbox.com/scl/fi/t6n1gh818lsgot5xqk8al/BT-BROADBAND-MESSAGE.paper?rlkey=6bxdqc94kh92vd1vnfqyk0mcb&dl=0,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bfOeQG,phishtank,1,2026-03-30T19:11:41.764708
https://qrco.de/bgaVuL,phishtank,1,2026-03-30T19:11:41.764708
https://q-r.to/bgaOvu,phishtank,1,2026-03-30T19:11:41.764708
https://l.ead.me/bfJXdq,phishtank,1,2026-03-30T19:11:41.764708
https://sites.google.com/view/mail-updates-3847/home,phishtank,1,2026-03-30T19:11:41.764708
https://www.dropbox.com/scl/fi/e9ieyjh6cv4jknmhc1k9v/BTINTERNET-WEBMAIL.paper?rlkey=rnktjib36t1h8lfe9379b4le0&st=i8mxnhc2&dl=0,phishtank,1,2026-03-30T19:11:41.764708
https://app.jotform.com/251692439172563,phishtank,1,2026-03-30T19:11:41.764708
https://ourtlime.weebly.com/,phishtank,1,2026-03-30T19:11:41.764708
https://notifepages-1120.start.page/,phishtank,1,2026-03-30T19:11:41.764708
https://wpsbancodebogota.webcindario.com/,phishtank,1,2026-03-30T19:11:41.764708
https://pub-f75e8dd692df4c99bc4c8b58791c94c8.r2.dev/oak.html,phishtank,1,2026-03-30T19:11:41.764708
https://fuisryajsdtuoi-oe68w57q46we57d6io.teemill.com/,phishtank,1,2026-03-30T19:11:41.764708
https://fabulous-plans-934478.framer.app/,phishtank,1,2026-03-30T19:11:41.764708
https://romanoespositoreo1.blogspot.com/?m=1,phishtank,1,2026-03-30T19:11:41.764708
https://sites.google.com/view/currently00001/home,phishtank,1,2026-03-30T19:11:41.764708
https://qrco.de/bfejuU,phishtank,1,2026-03-30T19:11:41.764708
https://sites.google.com/view/mlawetpofaslktrasglwp,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vQDMPkRE3Z9arFweiqW7vZ_ThisfmUrcJTza3FW90RUaN7AARaOJDuylNTCqh-1JUVBAPj1Dq7wYt-M/pub?start=false&amp;loop=false&amp;delayms=3000,phishtank,1,2026-03-30T19:11:41.764708
http://acceder-service.webcindario.com,phishtank,1,2026-03-30T19:11:41.764708
https://bit.ly/3UvVOtX,phishtank,1,2026-03-30T19:11:41.764708
https://ourrwtime.weebly.com/,phishtank,1,2026-03-30T19:11:41.764708
https://bormaxcorreias.com.br/web/mnx/,phishtank,1,2026-03-30T19:11:41.764708
https://brounicaro.web.app/,phishtank,1,2026-03-30T19:11:41.764708
https://sites.google.com/view/150klist1,phishtank,1,2026-03-30T19:11:41.764708
https://t.co/UWyngblYY8,phishtank,1,2026-03-30T19:11:41.764708
https://farmersend.com/balling,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/e/2PACX-1vTeXbnl95_kMD77etZUMPFSWKmr3aebEbEn41DVxi3kIWNhyyaNvTI8jA5nAh_upY_GY6x4j76LZugs/pub?start=false&amp;loop=false&amp;delayms=3000,phishtank,1,2026-03-30T19:11:41.764708
https://adelante-ecuador.webcindario.com/,phishtank,1,2026-03-30T19:11:41.764708
https://docs.google.com/presentation/d/1xXV8YVwv68KxX4-O-HE-2m0SAYyB-qnAFaM_k6SDIAE/pub?start=false&amp;loop=false&amp;delayms=3000,phishtank,1,2026-03-30T19:11:41.764708
https://fisafe-maroc.com/,phishtank,1,2026-03-30T19:11:41.764708
https://esssschhh.blogspot.com/?m=0,phishtank,1,2026-03-30T19:11:41.764708
https://ydhdyebeh.w3spaces.com/dgsyehdhd.html,phishtank,1,2026-03-30T19:11:41.764708
